	<yagoTheme_yagoWordnetIds>	<hasGloss>	"This file is part of the ontology YAGO3. It is licensed under a Creative-Commons Attribution License by the YAGO team at the Max Planck Institute for Informatics/Germany. See http://yago-knowledge.org for all details. This file was generated on 2017-10-11 T 23:50:16.0962. Mappings of the WordNet-based YAGO classes to the ids of WordNet LINK"	
	<wordnet_androgenesis_113431722>	<hasSynsetId>	"113431722"	
	<wordnet_angiogenesis_113431992>	<hasSynsetId>	"113431992"	
	<wordnet_anisogamy_113432249>	<hasSynsetId>	"113432249"	
	<wordnet_anovulation_113432443>	<hasSynsetId>	"113432443"	
	<wordnet_anthropogenesis_113432647>	<hasSynsetId>	"113432647"	
	<wordnet_antiredeposition_113432802>	<hasSynsetId>	"113432802"	
	<wordnet_antisepsis_113432903>	<hasSynsetId>	"113432903"	
	<wordnet_aphaeresis_113433061>	<hasSynsetId>	"113433061"	
	<wordnet_aphesis_113433283>	<hasSynsetId>	"113433283"	
	<wordnet_apogamy_113433462>	<hasSynsetId>	"113433462"	
	<wordnet_apomixis_113433727>	<hasSynsetId>	"113433727"	
	<wordnet_apposition_113433948>	<hasSynsetId>	"113433948"	
	<wordnet_asexual_reproduction_113434120>	<hasSynsetId>	"113434120"	
	<wordnet_assibilation_113434406>	<hasSynsetId>	"113434406"	
	<wordnet_assimilation_113434537>	<hasSynsetId>	"113434537"	
	<wordnet_assimilation_113434688>	<hasSynsetId>	"113434688"	
	<wordnet_assimilation_113434878>	<hasSynsetId>	"113434878"	
	<wordnet_association_113435152>	<hasSynsetId>	"113435152"	
	<wordnet_asynchronous_operation_113435377>	<hasSynsetId>	"113435377"	
	<wordnet_attack_113435548>	<hasSynsetId>	"113435548"	
	<wordnet_autocatalysis_113435770>	<hasSynsetId>	"113435770"	
	<wordnet_autolysis_113435918>	<hasSynsetId>	"113435918"	
	<wordnet_automatic_data_processing_113436063>	<hasSynsetId>	"113436063"	
	<wordnet_autoradiography_113436206>	<hasSynsetId>	"113436206"	
	<wordnet_autotype_113436361>	<hasSynsetId>	"113436361"	
	<wordnet_autoregulation_113436503>	<hasSynsetId>	"113436503"	
	<wordnet_auxesis_113436682>	<hasSynsetId>	"113436682"	
	<wordnet_auxiliary_operation_113436809>	<hasSynsetId>	"113436809"	
	<wordnet_background_processing_113436992>	<hasSynsetId>	"113436992"	
	<wordnet_backup_113437181>	<hasSynsetId>	"113437181"	
	<wordnet_bacteriolysis_113437379>	<hasSynsetId>	"113437379"	
	<wordnet_bacteriostasis_113437495>	<hasSynsetId>	"113437495"	
	<wordnet_basal_metabolic_rate_113437610>	<hasSynsetId>	"113437610"	
	<wordnet_basal_metabolism_113437753>	<hasSynsetId>	"113437753"	
	<wordnet_batch_processing_113437902>	<hasSynsetId>	"113437902"	
	<wordnet_beach_erosion_113438006>	<hasSynsetId>	"113438006"	
	<wordnet_bed-wetting_113438088>	<hasSynsetId>	"113438088"	
	<wordnet_beta_decay_113438521>	<hasSynsetId>	"113438521"	
	<wordnet_biochemical_mechanism_113438671>	<hasSynsetId>	"113438671"	
	<wordnet_biosynthesis_113438817>	<hasSynsetId>	"113438817"	
	<wordnet_blastogenesis_113438979>	<hasSynsetId>	"113438979"	
	<wordnet_blaze_113439088>	<hasSynsetId>	"113439088"	
	<wordnet_blood_coagulation_113439230>	<hasSynsetId>	"113439230"	
	<wordnet_blooming_113439390>	<hasSynsetId>	"113439390"	
	<wordnet_blossoming_113439570>	<hasSynsetId>	"113439570"	
	<wordnet_blowing_113439807>	<hasSynsetId>	"113439807"	
	<wordnet_bluing_113439935>	<hasSynsetId>	"113439935"	
	<wordnet_bodily_process_113440063>	<hasSynsetId>	"113440063"	
	<wordnet_boiling_113440779>	<hasSynsetId>	"113440779"	
	<wordnet_boolean_operation_113440935>	<hasSynsetId>	"113440935"	
	<wordnet_bottom_fermentation_113441154>	<hasSynsetId>	"113441154"	
	<wordnet_bowel_movement_113441387>	<hasSynsetId>	"113441387"	
	<wordnet_brooding_113441812>	<hasSynsetId>	"113441812"	
	<wordnet_budding_113441959>	<hasSynsetId>	"113441959"	
	<wordnet_buildup_113442168>	<hasSynsetId>	"113442168"	
	<wordnet_calcification_113442312>	<hasSynsetId>	"113442312"	
	<wordnet_calcination_113442476>	<hasSynsetId>	"113442476"	
	<wordnet_calving_113442639>	<hasSynsetId>	"113442639"	
	<wordnet_capture_113442715>	<hasSynsetId>	"113442715"	
	<wordnet_capture_113442867>	<hasSynsetId>	"113442867"	
	<wordnet_carbonation_113442998>	<hasSynsetId>	"113442998"	
	<wordnet_carbon_cycle_113443120>	<hasSynsetId>	"113443120"	
	<wordnet_carbon_cycle_113443228>	<hasSynsetId>	"113443228"	
	<wordnet_carbonization_113443370>	<hasSynsetId>	"113443370"	
	<wordnet_carriage_return_113443537>	<hasSynsetId>	"113443537"	
	<wordnet_catabiosis_113443709>	<hasSynsetId>	"113443709"	
	<wordnet_catabolism_113443787>	<hasSynsetId>	"113443787"	
	<wordnet_catalysis_113444131>	<hasSynsetId>	"113444131"	
	<wordnet_cavity_113444513>	<hasSynsetId>	"113444513"	
	<wordnet_cell_division_113444703>	<hasSynsetId>	"113444703"	
	<wordnet_cenogenesis_113444940>	<hasSynsetId>	"113444940"	
	<wordnet_centrifugation_113445296>	<hasSynsetId>	"113445296"	
	<wordnet_chain_reaction_113445479>	<hasSynsetId>	"113445479"	
	<wordnet_chain_reaction_113445624>	<hasSynsetId>	"113445624"	
	<wordnet_chelation_113445831>	<hasSynsetId>	"113445831"	
	<wordnet_chelation_113445972>	<hasSynsetId>	"113445972"	
	<wordnet_chemical_equilibrium_113446197>	<hasSynsetId>	"113446197"	
	<wordnet_chemical_process_113446390>	<hasSynsetId>	"113446390"	
	<wordnet_chemical_reaction_113447361>	<hasSynsetId>	"113447361"	
	<wordnet_chemisorption_113447923>	<hasSynsetId>	"113447923"	
	<wordnet_chemosynthesis_113448179>	<hasSynsetId>	"113448179"	
	<wordnet_childbirth_113448334>	<hasSynsetId>	"113448334"	
	<wordnet_chlorination_113448622>	<hasSynsetId>	"113448622"	
	<wordnet_chromatography_113448778>	<hasSynsetId>	"113448778"	
	<wordnet_civilization_113448970>	<hasSynsetId>	"113448970"	
	<wordnet_cleavage_113449156>	<hasSynsetId>	"113449156"	
	<wordnet_cleavage_113449319>	<hasSynsetId>	"113449319"	
	<wordnet_climate_change_113449450>	<hasSynsetId>	"113449450"	
	<wordnet_clouding_113449566>	<hasSynsetId>	"113449566"	
	<wordnet_cohesion_113449714>	<hasSynsetId>	"113449714"	
	<wordnet_cold_fusion_113449892>	<hasSynsetId>	"113449892"	
	<wordnet_column_chromatography_113450070>	<hasSynsetId>	"113450070"	
	<wordnet_combustion_113450206>	<hasSynsetId>	"113450206"	
	<wordnet_deflagration_113450417>	<hasSynsetId>	"113450417"	
	<wordnet_compensation_113450636>	<hasSynsetId>	"113450636"	
	<wordnet_computer_operation_113450862>	<hasSynsetId>	"113450862"	
	<wordnet_concretion_113451073>	<hasSynsetId>	"113451073"	
	<wordnet_concurrent_operation_113451204>	<hasSynsetId>	"113451204"	
	<wordnet_condensation_113451348>	<hasSynsetId>	"113451348"	
	<wordnet_congealment_113451508>	<hasSynsetId>	"113451508"	
	<wordnet_conspicuous_consumption_113451665>	<hasSynsetId>	"113451665"	
	<wordnet_consumption_113451804>	<hasSynsetId>	"113451804"	
	<wordnet_control_operation_113452117>	<hasSynsetId>	"113452117"	
	<wordnet_convalescence_113452347>	<hasSynsetId>	"113452347"	
	<wordnet_convection_113452614>	<hasSynsetId>	"113452614"	
	<wordnet_convection_113452750>	<hasSynsetId>	"113452750"	
	<wordnet_conversion_113452947>	<hasSynsetId>	"113452947"	
	<wordnet_cooling_113453160>	<hasSynsetId>	"113453160"	
	<wordnet_corrosion_113453428>	<hasSynsetId>	"113453428"	
	<wordnet_corruption_113453640>	<hasSynsetId>	"113453640"	
	<wordnet_cost-pull_inflation_113453737>	<hasSynsetId>	"113453737"	
	<wordnet_cracking_113453861>	<hasSynsetId>	"113453861"	
	<wordnet_crossing_over_113454130>	<hasSynsetId>	"113454130"	
	<wordnet_cultivation_113454318>	<hasSynsetId>	"113454318"	
	<wordnet_curdling_113454479>	<hasSynsetId>	"113454479"	
	<wordnet_cyanide_process_113454789>	<hasSynsetId>	"113454789"	
	<wordnet_cytogenesis_113454950>	<hasSynsetId>	"113454950"	
	<wordnet_cytolysis_113455086>	<hasSynsetId>	"113455086"	
	<wordnet_data_mining_113455234>	<hasSynsetId>	"113455234"	
	<wordnet_data_processing_113455487>	<hasSynsetId>	"113455487"	
	<wordnet_dealignment_113455906>	<hasSynsetId>	"113455906"	
	<wordnet_deamination_113456071>	<hasSynsetId>	"113456071"	
	<wordnet_decalcification_113456252>	<hasSynsetId>	"113456252"	
	<wordnet_decarboxylation_113456367>	<hasSynsetId>	"113456367"	
	<wordnet_decay_113456567>	<hasSynsetId>	"113456567"	
	<wordnet_decay_113456715>	<hasSynsetId>	"113456715"	
	<wordnet_decay_113456899>	<hasSynsetId>	"113456899"	
	<wordnet_decentralization_113457181>	<hasSynsetId>	"113457181"	
	<wordnet_decline_113457378>	<hasSynsetId>	"113457378"	
	<wordnet_decoction_113457665>	<hasSynsetId>	"113457665"	
	<wordnet_decoction_process_113457831>	<hasSynsetId>	"113457831"	
	<wordnet_decomposition_113458019>	<hasSynsetId>	"113458019"	
	<wordnet_decomposition_113458268>	<hasSynsetId>	"113458268"	
	<wordnet_decrease_113458571>	<hasSynsetId>	"113458571"	
	<wordnet_dedifferentiation_113458840>	<hasSynsetId>	"113458840"	
	<wordnet_deepening_113458968>	<hasSynsetId>	"113458968"	
	<wordnet_defecation_113459088>	<hasSynsetId>	"113459088"	
	<wordnet_defense_mechanism_113459322>	<hasSynsetId>	"113459322"	
	<wordnet_deflation_113459821>	<hasSynsetId>	"113459821"	
	<wordnet_defoliation_113460034>	<hasSynsetId>	"113460034"	
	<wordnet_degaussing_113460129>	<hasSynsetId>	"113460129"	
	<wordnet_degeneration_113460299>	<hasSynsetId>	"113460299"	
	<wordnet_dehydration_113460568>	<hasSynsetId>	"113460568"	
	<wordnet_de-iodination_113460863>	<hasSynsetId>	"113460863"	
	<wordnet_demagnetization_113460991>	<hasSynsetId>	"113460991"	
	<wordnet_demand_113461162>	<hasSynsetId>	"113461162"	
	<wordnet_demand-pull_inflation_113461390>	<hasSynsetId>	"113461390"	
	<wordnet_demineralization_113461525>	<hasSynsetId>	"113461525"	
	<wordnet_denazification_113461722>	<hasSynsetId>	"113461722"	
	<wordnet_denial_113461951>	<hasSynsetId>	"113461951"	
	<wordnet_deossification_113462084>	<hasSynsetId>	"113462084"	
	<wordnet_deposition_113462191>	<hasSynsetId>	"113462191"	
	<wordnet_derivation_113462387>	<hasSynsetId>	"113462387"	
	<wordnet_eponymy_113462680>	<hasSynsetId>	"113462680"	
	<wordnet_desalination_113462795>	<hasSynsetId>	"113462795"	
	<wordnet_desertification_113462989>	<hasSynsetId>	"113462989"	
	<wordnet_desensitization_113463255>	<hasSynsetId>	"113463255"	
	<wordnet_desorption_113463490>	<hasSynsetId>	"113463490"	
	<wordnet_destalinization_113463656>	<hasSynsetId>	"113463656"	
	<wordnet_destructive_distillation_113464031>	<hasSynsetId>	"113464031"	
	<wordnet_deterioration_113464204>	<hasSynsetId>	"113464204"	
	<wordnet_detumescence_113464440>	<hasSynsetId>	"113464440"	
	<wordnet_development_113464557>	<hasSynsetId>	"113464557"	
	<wordnet_development_113464820>	<hasSynsetId>	"113464820"	
	<wordnet_diakinesis_113465264>	<hasSynsetId>	"113465264"	
	<wordnet_diastrophism_113465382>	<hasSynsetId>	"113465382"	
	<wordnet_diffusion_113465530>	<hasSynsetId>	"113465530"	
	<wordnet_digestion_113465809>	<hasSynsetId>	"113465809"	
	<wordnet_digestion_113465998>	<hasSynsetId>	"113465998"	
	<wordnet_digital_photography_113466170>	<hasSynsetId>	"113466170"	
	<wordnet_dilapidation_113466312>	<hasSynsetId>	"113466312"	
	<wordnet_diplotene_113466449>	<hasSynsetId>	"113466449"	
	<wordnet_discharge_113466586>	<hasSynsetId>	"113466586"	
	<wordnet_disinflation_113466849>	<hasSynsetId>	"113466849"	
	<wordnet_displacement_113467009>	<hasSynsetId>	"113467009"	
	<wordnet_displacement_113467224>	<hasSynsetId>	"113467224"	
	<wordnet_dissimilation_113467443>	<hasSynsetId>	"113467443"	
	<wordnet_dissociation_113467700>	<hasSynsetId>	"113467700"	
	<wordnet_dissolution_113467916>	<hasSynsetId>	"113467916"	
	<wordnet_dissolving_113468094>	<hasSynsetId>	"113468094"	
	<wordnet_distillation_113468306>	<hasSynsetId>	"113468306"	
	<wordnet_distributed_data_processing_113468542>	<hasSynsetId>	"113468542"	
	<wordnet_dithering_113468786>	<hasSynsetId>	"113468786"	
	<wordnet_domestication_113468954>	<hasSynsetId>	"113468954"	
	<wordnet_double_decomposition_113469066>	<hasSynsetId>	"113469066"	
	<wordnet_double_replacement_reaction_113469317>	<hasSynsetId>	"113469317"	
	<wordnet_doubling_113469526>	<hasSynsetId>	"113469526"	
	<wordnet_drift_113469674>	<hasSynsetId>	"113469674"	
	<wordnet_drift_113469893>	<hasSynsetId>	"113469893"	
	<wordnet_dry_plate_113470015>	<hasSynsetId>	"113470015"	
	<wordnet_melioration_113470193>	<hasSynsetId>	"113470193"	
	<wordnet_dyadic_operation_113470392>	<hasSynsetId>	"113470392"	
	<wordnet_ebb_113470491>	<hasSynsetId>	"113470491"	
	<wordnet_eburnation_113470687>	<hasSynsetId>	"113470687"	
	<wordnet_ecchymosis_113470868>	<hasSynsetId>	"113470868"	
	<wordnet_economic_growth_113471052>	<hasSynsetId>	"113471052"	
	<wordnet_economic_process_113471206>	<hasSynsetId>	"113471206"	
	<wordnet_effacement_113471517>	<hasSynsetId>	"113471517"	
	<wordnet_effervescence_113471681>	<hasSynsetId>	"113471681"	
	<wordnet_ejaculation_113471815>	<hasSynsetId>	"113471815"	
	<wordnet_electrodeposition_113471958>	<hasSynsetId>	"113471958"	
	<wordnet_electrolysis_113472125>	<hasSynsetId>	"113472125"	
	<wordnet_electronic_data_processing_113472341>	<hasSynsetId>	"113472341"	
	<wordnet_electrophoresis_113472518>	<hasSynsetId>	"113472518"	
	<wordnet_electrostatic_precipitation_113472862>	<hasSynsetId>	"113472862"	
	<wordnet_elimination_113473097>	<hasSynsetId>	"113473097"	
	<wordnet_elimination_reaction_113473392>	<hasSynsetId>	"113473392"	
	<wordnet_elision_113473536>	<hasSynsetId>	"113473536"	
	<wordnet_ellipsis_113473716>	<hasSynsetId>	"113473716"	
	<wordnet_elution_113473836>	<hasSynsetId>	"113473836"	
	<wordnet_emergent_evolution_113474130>	<hasSynsetId>	"113474130"	
	<wordnet_emission_113474290>	<hasSynsetId>	"113474290"	
	<wordnet_encapsulation_113474495>	<hasSynsetId>	"113474495"	
	<wordnet_endoergic_reaction_113474615>	<hasSynsetId>	"113474615"	
	<wordnet_endothermic_reaction_113474734>	<hasSynsetId>	"113474734"	
	<wordnet_enuresis_113474858>	<hasSynsetId>	"113474858"	
	<wordnet_epigenesis_113475072>	<hasSynsetId>	"113475072"	
	<wordnet_epilation_113475205>	<hasSynsetId>	"113475205"	
	<wordnet_epitaxy_113475320>	<hasSynsetId>	"113475320"	
	<wordnet_erosion_113475538>	<hasSynsetId>	"113475538"	
	<wordnet_erosion_113475944>	<hasSynsetId>	"113475944"	
	<wordnet_erythropoiesis_113476111>	<hasSynsetId>	"113476111"	
	<wordnet_establishment_113476267>	<hasSynsetId>	"113476267"	
	<wordnet_eutrophication_113476590>	<hasSynsetId>	"113476590"	
	<wordnet_evolution_113477023>	<hasSynsetId>	"113477023"	
	<wordnet_execution_113477462>	<hasSynsetId>	"113477462"	
	<wordnet_exoergic_reaction_113477691>	<hasSynsetId>	"113477691"	
	<wordnet_exothermic_reaction_113477812>	<hasSynsetId>	"113477812"	
	<wordnet_expectoration_113477934>	<hasSynsetId>	"113477934"	
	<wordnet_exponential_decay_113478055>	<hasSynsetId>	"113478055"	
	<wordnet_expression_113478205>	<hasSynsetId>	"113478205"	
	<wordnet_extinction_113478342>	<hasSynsetId>	"113478342"	
	<wordnet_extraction_113478525>	<hasSynsetId>	"113478525"	
	<wordnet_extravasation_113478813>	<hasSynsetId>	"113478813"	
	<wordnet_farrow_113479034>	<hasSynsetId>	"113479034"	
	<wordnet_fat_metabolism_113479169>	<hasSynsetId>	"113479169"	
	<wordnet_feedback_113479380>	<hasSynsetId>	"113479380"	
	<wordnet_feminization_113479605>	<hasSynsetId>	"113479605"	
	<wordnet_festering_113479889>	<hasSynsetId>	"113479889"	
	<wordnet_fibrinolysis_113480176>	<hasSynsetId>	"113480176"	
	<wordnet_field_emission_113480394>	<hasSynsetId>	"113480394"	
	<wordnet_filling_113480541>	<hasSynsetId>	"113480541"	
	<wordnet_filtration_113480667>	<hasSynsetId>	"113480667"	
	<wordnet_fire_113480848>	<hasSynsetId>	"113480848"	
	<wordnet_fission_113481224>	<hasSynsetId>	"113481224"	
	<wordnet_fission_113481408>	<hasSynsetId>	"113481408"	
	<wordnet_fissiparity_113481580>	<hasSynsetId>	"113481580"	
	<wordnet_fixed-cycle_operation_113481727>	<hasSynsetId>	"113481727"	
	<wordnet_flare_113481883>	<hasSynsetId>	"113481883"	
	<wordnet_floating-point_operation_113481994>	<hasSynsetId>	"113481994"	
	<wordnet_flocculation_113482187>	<hasSynsetId>	"113482187"	
	<wordnet_flow_113482330>	<hasSynsetId>	"113482330"	
	<wordnet_flowage_113482580>	<hasSynsetId>	"113482580"	
	<wordnet_focalization_113482781>	<hasSynsetId>	"113482781"	
	<wordnet_fold_113482940>	<hasSynsetId>	"113482940"	
	<wordnet_foliation_113483061>	<hasSynsetId>	"113483061"	
	<wordnet_foliation_113483190>	<hasSynsetId>	"113483190"	
	<wordnet_foreground_processing_113483331>	<hasSynsetId>	"113483331"	
	<wordnet_formation_113483488>	<hasSynsetId>	"113483488"	
	<wordnet_fossilization_113483726>	<hasSynsetId>	"113483726"	
	<wordnet_fractional_distillation_113483971>	<hasSynsetId>	"113483971"	
	<wordnet_fractionation_113484082>	<hasSynsetId>	"113484082"	
	<wordnet_fragmentation_113484303>	<hasSynsetId>	"113484303"	
	<wordnet_freeze_113484644>	<hasSynsetId>	"113484644"	
	<wordnet_freeze-drying_113484937>	<hasSynsetId>	"113484937"	
	<wordnet_frost_113485270>	<hasSynsetId>	"113485270"	
	<wordnet_fructification_113485408>	<hasSynsetId>	"113485408"	
	<wordnet_fusion_113485525>	<hasSynsetId>	"113485525"	
	<wordnet_fusion_113485767>	<hasSynsetId>	"113485767"	
	<wordnet_galactosis_113485890>	<hasSynsetId>	"113485890"	
	<wordnet_galvanization_113485968>	<hasSynsetId>	"113485968"	
	<wordnet_gametogenesis_113486115>	<hasSynsetId>	"113486115"	
	<wordnet_gasification_113486270>	<hasSynsetId>	"113486270"	
	<wordnet_gassing_113486431>	<hasSynsetId>	"113486431"	
	<wordnet_gastric_digestion_113486520>	<hasSynsetId>	"113486520"	
	<wordnet_gastrulation_113486671>	<hasSynsetId>	"113486671"	
	<wordnet_geological_process_113486838>	<hasSynsetId>	"113486838"	
	<wordnet_germination_113487207>	<hasSynsetId>	"113487207"	
	<wordnet_glaciation_113487409>	<hasSynsetId>	"113487409"	
	<wordnet_globalization_113488110>	<hasSynsetId>	"113488110"	
	<wordnet_global_warming_113488310>	<hasSynsetId>	"113488310"	
	<wordnet_glycogenesis_113488498>	<hasSynsetId>	"113488498"	
	<wordnet_glycolysis_113488606>	<hasSynsetId>	"113488606"	
	<wordnet_growing_113488844>	<hasSynsetId>	"113488844"	
	<wordnet_growth_113489037>	<hasSynsetId>	"113489037"	
	<wordnet_growth_113490343>	<hasSynsetId>	"113490343"	
	<wordnet_gynogenesis_113490487>	<hasSynsetId>	"113490487"	
	<wordnet_habit_113490909>	<hasSynsetId>	"113490909"	
	<wordnet_hardening_113491060>	<hasSynsetId>	"113491060"	
	<wordnet_hatch_113491464>	<hasSynsetId>	"113491464"	
	<wordnet_healing_113491616>	<hasSynsetId>	"113491616"	
	<wordnet_heat_dissipation_113491794>	<hasSynsetId>	"113491794"	
	<wordnet_heating_113491876>	<hasSynsetId>	"113491876"	
	<wordnet_hemagglutination_113492136>	<hasSynsetId>	"113492136"	
	<wordnet_hematochezia_113492287>	<hasSynsetId>	"113492287"	
	<wordnet_hematopoiesis_113492453>	<hasSynsetId>	"113492453"	
	<wordnet_hemimetamorphosis_113492789>	<hasSynsetId>	"113492789"	
	<wordnet_heterometabolism_113493003>	<hasSynsetId>	"113493003"	
	<wordnet_hemolysis_113493213>	<hasSynsetId>	"113493213"	
	<wordnet_heredity_113493399>	<hasSynsetId>	"113493399"	
	<wordnet_heterospory_113493566>	<hasSynsetId>	"113493566"	
	<wordnet_holometabolism_113493692>	<hasSynsetId>	"113493692"	
	<wordnet_homospory_113493874>	<hasSynsetId>	"113493874"	
	<wordnet_human_process_113493998>	<hasSynsetId>	"113493998"	
	<wordnet_humification_113494192>	<hasSynsetId>	"113494192"	
	<wordnet_hydration_113494325>	<hasSynsetId>	"113494325"	
	<wordnet_hydrocracking_113494472>	<hasSynsetId>	"113494472"	
	<wordnet_hydrogenation_113494707>	<hasSynsetId>	"113494707"	
	<wordnet_hydrolysis_113494919>	<hasSynsetId>	"113494919"	
	<wordnet_hyperhidrosis_113495209>	<hasSynsetId>	"113495209"	
	<wordnet_hypersecretion_113495333>	<hasSynsetId>	"113495333"	
	<wordnet_hypostasis_113495413>	<hasSynsetId>	"113495413"	
	<wordnet_hypostasis_113495507>	<hasSynsetId>	"113495507"	
	<wordnet_idealization_113495636>	<hasSynsetId>	"113495636"	
	<wordnet_ignition_113495873>	<hasSynsetId>	"113495873"	
	<wordnet_imbibition_113496017>	<hasSynsetId>	"113496017"	
	<wordnet_immunoelectrophoresis_113496167>	<hasSynsetId>	"113496167"	
	<wordnet_implantation_113496286>	<hasSynsetId>	"113496286"	
	<wordnet_impregnation_113496517>	<hasSynsetId>	"113496517"	
	<wordnet_inactivation_113496771>	<hasSynsetId>	"113496771"	
	<wordnet_incontinence_113496972>	<hasSynsetId>	"113496972"	
	<wordnet_increase_113497135>	<hasSynsetId>	"113497135"	
	<wordnet_incrustation_113497650>	<hasSynsetId>	"113497650"	
	<wordnet_induction_heating_113497784>	<hasSynsetId>	"113497784"	
	<wordnet_industrial_process_113497928>	<hasSynsetId>	"113497928"	
	<wordnet_indweller_113498213>	<hasSynsetId>	"113498213"	
	<wordnet_infection_113498404>	<hasSynsetId>	"113498404"	
	<wordnet_infection_113498666>	<hasSynsetId>	"113498666"	
	<wordnet_inflation_113498828>	<hasSynsetId>	"113498828"	
	<wordnet_deflation_113499165>	<hasSynsetId>	"113499165"	
	<wordnet_inflationary_spiral_113499393>	<hasSynsetId>	"113499393"	
	<wordnet_deflationary_spiral_113499590>	<hasSynsetId>	"113499590"	
	<wordnet_inflow_113499782>	<hasSynsetId>	"113499782"	
	<wordnet_infructescence_113499923>	<hasSynsetId>	"113499923"	
	<wordnet_infusion_113500023>	<hasSynsetId>	"113500023"	
	<wordnet_inhibition_113500214>	<hasSynsetId>	"113500214"	
	<wordnet_inpouring_113500437>	<hasSynsetId>	"113500437"	
	<wordnet_inspissation_113500557>	<hasSynsetId>	"113500557"	
	<wordnet_insufflation_113500674>	<hasSynsetId>	"113500674"	
	<wordnet_integrated_data_processing_113500860>	<hasSynsetId>	"113500860"	
	<wordnet_intellectualization_113501059>	<hasSynsetId>	"113501059"	
	<wordnet_internal_combustion_113501261>	<hasSynsetId>	"113501261"	
